Date,Open,High,Low,Close,Adj Close,Volume
2024-11-01,151.0930796711101,151.44905234976136,150.9371250303406,150.99342830602245,150.99342830602245,3869106
2024-11-04,150.2134240495639,151.47474581414446,150.09460613329583,150.7168997036801,150.7168997036801,1661614
2024-11-05,150.46161334881535,152.02667026851125,150.34408710203823,152.0122767798815,152.0122767798815,1679574
2024-11-06,155.12689946750353,155.24297210801046,154.40912619058145,155.05833649269752,155.05833649269752,1498870
2024-11-07,153.52772602952476,154.6360323852726,152.78168115025935,154.59002974325085,154.59002974325085,4357519
2024-11-08,154.5953482599877,154.63607706230667,153.53838706425535,154.1217558293525,154.1217558293525,3299998
2024-11-11,156.36075722613347,158.1356420443783,155.39858467765893,157.2801814603673,157.2801814603673,4807178
2024-11-12,160.36498532369066,161.0686431830707,158.4401803391494,158.8150509186731,158.8150509186731,1666997
2024-11-13,157.09284885446695,158.35027597589053,156.8071367681851,157.8761021468032,157.8761021468032,2726351
2024-11-14,158.63916071776944,159.0590563946261,157.77056158957998,158.96122223397512,158.96122223397512,2072647
2024-11-15,158.8479040657199,159.3395199408367,157.81079100983075,158.0343868483502,158.0343868483502,2631107
2024-11-18,155.87206302477574,157.57639911199027,154.90884048533513,157.1029273412097,157.1029273412097,2028455
2024-11-19,157.81431181894587,157.98751368885587,157.57469740965192,157.58685188434174,157.58685188434174,1912259
2024-11-20,155.06743414930858,155.50128579854655,152.79041256831852,153.76029139502614,153.76029139502614,3269464
2024-11-21,148.70297249543887,150.70896046439745,148.6598125834883,150.3104557300001,150.3104557300001,2305794
2024-11-22,149.37051453005043,149.98636462810265,148.29473755782007,149.18588067151813,149.18588067151813,2263455
2024-11-25,147.42010122509774,148.05519487596538,146.632517321763,147.1602184308493,147.1602184308493,2412290
2024-11-26,148.57053596781716,148.61583997758922,146.79574829992055,147.78871309603986,147.78871309603986,3523802
2024-11-27,144.73571423411934,146.3472775596239,144.66191766938394,145.97266494499743,145.97266494499743,3429020
2024-11-28,141.82760092924258,143.7739174580411,141.27374664484125,143.14805754232685,143.14805754232685,2950367
2024-11-29,146.60129664578685,147.10443290436694,145.11005254455085,146.07935508016996,146.07935508016996,2910705
2024-12-02,145.92478715243007,146.7812769936184,145.10470463502674,145.62780247919687,145.62780247919687,2601596
2024-12-03,146.0133517389186,146.67204537053755,145.13346025043748,145.76285888857274,145.76285888857274,4791481
2024-12-04,143.25981072564278,143.42274515272422,142.2176138271612,142.9133625161458,142.9133625161458,1928818
2024-12-05,141.14457234551696,141.8951658144959,140.6900312807492,141.82459706709545,141.82459706709545,4562898
2024-12-06,142.27869594367618,142.9211152218825,141.4188841664311,142.04644224651517,142.04644224651517,3154260
2024-12-09,140.03752756496925,140.06403887551087,139.16014077974748,139.74445509167057,139.74445509167057,2529297
2024-12-10,139.78149971033557,141.08162670963537,138.88034169984456,140.49585112836192,140.49585112836192,2159771
2024-12-11,141.16034825966906,142.10057850109402,139.24912736818285,139.2945737485243,139.2945737485243,2085244
2024-12-12,139.18501916984954,139.76049334772543,138.43022305934554,138.71118624893776,138.71118624893776,3382357
2024-12-13,136.3164695272763,137.89594295068548,135.36605804319973,137.50777302447895,137.50777302447895,4487124
2024-12-16,141.86888300213067,142.51217122057304,140.32206560960591,141.21232939349684,141.21232939349684,4709765
2024-12-17,140.21065327379367,141.6435878345125,139.75499652100797,141.18533494402098,141.18533494402098,3227712
2024-12-18,139.85699768985162,140.40261447916757,138.44978048830765,139.06991308610918,139.06991308610918,2047172
2024-12-19,141.87359848932294,142.81506329809946,140.4376217273344,140.71500291031555,140.71500291031555,4512552
2024-12-20,137.4526332920218,138.6594182481743,137.26451213229805,138.27331561037352,138.27331561037352,3245131
2024-12-23,139.65441892962733,140.61560949345125,138.22734439544303,138.691042800383,138.691042800383,2198425
2024-12-24,135.18448347955996,136.08983412151602,134.4183503245974,134.77170255262345,134.77170255262345,3845741
2024-12-25,132.9373906148211,133.1331817496104,131.53167434297575,132.11533045482662,132.11533045482662,1051745
2024-12-26,134.4058459092188,134.47520721009397,132.4313182895999,132.50905292656486,132.50905292656486,4516336
2024-12-27,133.7405979705528,134.0867640879331,132.76620316288665,133.98598608655567,133.98598608655567,3094157
2024-12-30,133.57498648457812,134.34694447458716,132.58877574009853,134.3287226489356,134.3287226489356,1091865
2024-12-31,133.2079116545336,134.19186904491508,132.50974994051387,134.09742608415914,134.09742608415914,2261466
2025-01-01,132.67940840801512,134.17822546639692,132.143312041671,133.49521869298056,133.49521869298056,2072200
2025-01-02,130.4610730028316,130.60936336070594,130.15154538654528,130.5381747122457,130.5381747122457,3120473
2025-01-03,129.43963827027292,129.75861390056667,128.2846912757493,129.09848629545627,129.09848629545627,3500856
2025-01-06,128.45389955286674,129.2987748638362,127.49247758098284,128.17720875353672,128.17720875353672,3906158
2025-01-07,131.11863645501055,131.14190839074638,130.12883626662963,130.29145320597453,130.29145320597453,2222869
2025-01-08,130.99169167698938,131.80616015957833,130.06776260061764,130.97868978511147,130.97868978511147,4025134
2025-01-09,128.90614355154332,129.18799832631672,126.63007223146282,127.452609474386,127.452609474386,4929143
2025-01-10,127.83612057993764,128.21894224079725,126.88632066664572,128.1007774131756,128.1007774131756,3283869
2025-01-13,130.05078201893258,130.74751918429672,126.60489334395459,127.33061285234295,127.33061285234295,4125354
2025-01-14,126.60243619949604,127.23137904627592,125.36335365579525,125.97676885173104,125.97676885173104,2429551
2025-01-15,126.34296387299649,128.07759344293981,125.92472083670587,127.20012142941277,127.20012142941277,3281020
2025-01-16,128.19122797634355,129.99719151820855,127.25849949298954,129.26212047440467,129.26212047440467,3756944
2025-01-17,131.60715312788025,132.4106340582651,130.25861682313666,131.12468071263706,131.12468071263706,3192409
2025-01-20,129.22278288086594,129.72828023876312,129.17756421075975,129.4462456661918,129.4462456661918,1588579
2025-01-21,129.54182140858146,129.71926095236117,128.80145393999211,128.82782091448937,128.82782091448937,3307328
2025-01-22,129.96358540187003,130.7142001535109,129.11388441041842,129.49034777729648,129.49034777729648,3287623
2025-01-23,131.36860911888434,132.24827277080846,130.5580557881025,131.4414380315412,131.4414380315412,1914032
2025-01-24,129.63629583778223,131.4735946978513,128.64901970846728,130.48308955585063,130.48308955585063,3570082
2025-01-27,128.59692437783713,130.52438927943442,128.4465074867336,130.111771602523,130.111771602523,4982588
2025-01-28,127.45258670244391,128.2711197403037,126.85845598709177,127.89910165451093,127.89910165451093,4888819
2025-01-29,126.36308720067306,127.13950016141506,125.12579754971857,125.5066884063496,125.5066884063496,2567438
2025-01-30,127.3458337952682,127.68663733552123,126.16182565332339,127.131740051138,127.131740051138,2966382
2025-01-31,128.59848132956765,130.7749774338832,127.75636240643193,129.84422010827964,129.84422010827964,2524350
2025-02-03,129.87338079097015,130.73179354281316,128.86187116040784,129.70019986511898,129.70019986511898,1917559
2025-02-04,132.09258304063187,132.52157706800688,131.23857250110805,131.70726566090303,131.70726566090303,1635605
2025-02-05,131.54668027479715,133.1814087787898,131.13186077245948,132.4305377109983,132.4305377109983,4285517
2025-02-06,131.29402330773357,132.04856618181825,130.86689112985732,131.14029820178803,131.14029820178803,1389593
2025-02-07,131.92129813125086,132.0244220000868,131.80671391615394,131.86308941280487,131.86308941280487,1815131
2025-02-10,133.79619224790616,135.84171545241637,132.9314698716511,134.9391625457368,134.9391625457368,4219414
2025-02-11,135.22529782786518,135.73055020031305,134.0546094583868,134.8675104675169,134.8675104675169,1067661
2025-02-12,138.55758230551314,139.38403977162088,136.99708010585877,137.9967977791449,137.9967977791449,3665687
2025-02-13,133.8403588141407,134.1604084151713,131.76067073389152,132.75730757096542,132.75730757096542,4390849
2025-02-14,135.45491463175077,136.35043786024696,133.84568087411324,134.40111257971586,134.40111257971586,2720684
2025-02-17,133.19753734823513,134.96440839492638,132.42854993305463,134.5752067161922,134.5752067161922,4512985
2025-02-18,133.03936697534536,133.98802966674077,132.09460124546294,133.97719201526047,133.97719201526047,3363917
2025-02-19,134.67574883554016,135.5811308119594,133.31106617765408,134.1607135683315,134.1607135683315,2194682
2025-02-20,130.6993616900419,130.79064836682804,129.9382276373865,130.1855757391297,130.1855757391297,3078007
2025-02-21,130.26127964976072,130.58059328735115,129.2956878281446,129.74623196345468,129.74623196345468,2307506
2025-02-24,134.3131885971329,135.2632505641837,130.33129769132668,130.46045710647817,130.46045710647817,2971206
2025-02-25,133.98713570665439,134.93774285359194,132.4621941687025,133.4162451959612,133.4162451959612,3757634
2025-02-26,133.5152703995945,134.0887082877178,131.77353012496303,132.3797047594139,132.3797047594139,3901614
2025-02-27,131.71671931712075,132.34855652929056,130.53407474812408,130.76271755362754,130.76271755362754,3966422
2025-02-28,130.41059471776424,130.85904023974257,129.08750278205258,129.75920346645844,129.75920346645844,3546026
2025-03-03,131.27473845722224,131.88321847356065,130.65661021676434,131.5900077018626,131.5900077018626,4708654
2025-03-04,133.00647914167524,133.33514368704516,131.88934720314913,132.24750992118197,132.24750992118197,1853499
2025-03-05,130.41516429911033,131.86050796972492,130.3016067069107,131.1879895136479,131.1879895136479,4121132
2025-03-06,131.9777057731346,132.96689890931228,131.3061325775418,132.2145243798746,132.2145243798746,1118033
2025-03-07,131.92331593074158,133.20025852229654,131.40300822983778,132.4086794785707,132.4086794785707,1630265
2025-03-10,134.4278435990228,135.21746174181735,133.57365106790084,134.34596945963648,134.34596945963648,3710309
2025-03-11,135.25652183855524,135.34772794160392,132.42169977076975,132.94186327188174,132.94186327188174,2678050
